Accession	Species	Class
HsCD00650816	Homo sapiens	2
HsCD00650817	Homo sapiens	2
HsCD00650819	Homo sapiens	2
HsCD00650820	Homo sapiens	2
HsCD00650821	Homo sapiens	2
HsCD00650822	Homo sapiens	2
HsCD00650823	Homo sapiens	2
HsCD00650824	Homo sapiens	2
HsCD00650825	Homo sapiens	2
HsCD00650826	Homo sapiens	2
HsCD00650827	Homo sapiens	2
HsCD00650828	Homo sapiens	2
HsCD00650829	Homo sapiens	2
HsCD00650941	Homo sapiens	2
HsCD00650942	Homo sapiens	2
HsCD00650943	Homo sapiens	2
HsCD00650945	Homo sapiens	2
HsCD00650946	Homo sapiens	2
HsCD00650947	Homo sapiens	2
HsCD00650950	Homo sapiens	2
HsCD00651060	Homo sapiens	2
HsCD00651061	Homo sapiens	2
HsCD00651062	Homo sapiens	2
HsCD00651064	Homo sapiens	1
HsCD00651065	Homo sapiens	1
HsCD00651066	Homo sapiens	2
HsCD00651067	Homo sapiens	2
HsCD00651068	Homo sapiens	2
HsCD00651069	Homo sapiens	2
HsCD00651070	Homo sapiens	2
HsCD00651071	Homo sapiens	2
HsCD00651075	Homo sapiens	1
HsCD00651076	Homo sapiens	1
HsCD00651077	Homo sapiens	1
HsCD00651079	Homo sapiens	1
HsCD00651080	Homo sapiens	2
HsCD00651081	Homo sapiens	2
HsCD00651082	Homo sapiens	1
HsCD00651083	Homo sapiens	2
HsCD00651084	Homo sapiens	2
HsCD00651085	Homo sapiens	2
HsCD00651086	Homo sapiens	1
HsCD00651088	Homo sapiens	2
HsCD00651090	Homo sapiens	2
HsCD00651091	Homo sapiens	2
HsCD00651092	Homo sapiens	2
HsCD00651093	Homo sapiens	2
HsCD00651196	Homo sapiens	2
HsCD00651197	Homo sapiens	2
HsCD00651198	Homo sapiens	2
HsCD00651199	Homo sapiens	2
HsCD00651200	Homo sapiens	2
HsCD00651202	Homo sapiens	2
HsCD00651203	Homo sapiens	2
HsCD00651204	Homo sapiens	2
HsCD00651205	Homo sapiens	2
HsCD00651206	Homo sapiens	1
HsCD00651207	Homo sapiens	1
HsCD00651208	Homo sapiens	1
HsCD00651209	Homo sapiens	1
HsCD00651222	Homo sapiens	2
HsCD00651223	Homo sapiens	2
HsCD00651224	Homo sapiens	2
HsCD00651225	Homo sapiens	2
HsCD00651231	Homo sapiens	2
HsCD00651232	Homo sapiens	2
HsCD00651233	Homo sapiens	1
HsCD00651234	Homo sapiens	2
HsCD00651328	Homo sapiens	1
HsCD00651329	Homo sapiens	1
HsCD00651330	Homo sapiens	1
HsCD00651331	Homo sapiens	2
HsCD00651332	Homo sapiens	2
HsCD00651333	Homo sapiens	1
HsCD00651334	Homo sapiens	2
HsCD00651455	Homo sapiens	2
HsCD00651456	Homo sapiens	1
HsCD00651457	Homo sapiens	2
HsCD00651458	Homo sapiens	2
HsCD00651462	Homo sapiens	1
HsCD00651463	Homo sapiens	1
HsCD00651464	Homo sapiens	1
HsCD00651465	Homo sapiens	1
HsCD00651466	Homo sapiens	2
HsCD00651468	Homo sapiens	1
HsCD00651796	Homo sapiens	1
HsCD00662775	Homo sapiens	1
HsCD00662776	Homo sapiens	1
HsCD00662777	Homo sapiens	1
HsCD00662778	Homo sapiens	1
HsCD00662779	Homo sapiens	1
HsCD00662780	Homo sapiens	1
HsCD00662781	Homo sapiens	1
HsCD00662783	Homo sapiens	1
HsCD00662784	Homo sapiens	1
HsCD00662785	Homo sapiens	1
HsCD00662786	Homo sapiens	1
HsCD00662787	Homo sapiens	1
HsCD00662789	Homo sapiens	1
HsCD00662791	Homo sapiens	1
HsCD00662792	Homo sapiens	1
HsCD00662793	Homo sapiens	2
HsCD00662794	Homo sapiens	2
HsCD00662796	Homo sapiens	1
HsCD00662797	Homo sapiens	1
HsCD00662798	Homo sapiens	1
HsCD00662799	Homo sapiens	1
HsCD00662800	Homo sapiens	1
HsCD00662802	Homo sapiens	2
HsCD00662803	Homo sapiens	2
HsCD00662804	Homo sapiens	2
HsCD00662989	Homo sapiens	2
HsCD00662991	Homo sapiens	1
HsCD00662992	Homo sapiens	1
HsCD00662993	Homo sapiens	1
HsCD00662994	Homo sapiens	1
HsCD00662995	Homo sapiens	1
HsCD00662996	Homo sapiens	1
HsCD00662997	Homo sapiens	2
HsCD00662998	Homo sapiens	2
HsCD00662999	Homo sapiens	1
HsCD00663000	Homo sapiens	2
HsCD00663001	Homo sapiens	2
HsCD00663002	Homo sapiens	2
HsCD00663205	Homo sapiens	2
HsCD00663206	Homo sapiens	1
HsCD00663207	Homo sapiens	1
HsCD00663208	Homo sapiens	1
HsCD00663209	Homo sapiens	1
HsCD00663210	Homo sapiens	1
HsCD00663211	Homo sapiens	1
HsCD00663212	Homo sapiens	1
HsCD00663213	Homo sapiens	1
HsCD00663214	Homo sapiens	1
HsCD00663215	Homo sapiens	1
HsCD00663216	Homo sapiens	1
HsCD00663217	Homo sapiens	1
HsCD00663218	Homo sapiens	1
HsCD00663219	Homo sapiens	1
HsCD00663220	Homo sapiens	1
HsCD00663221	Homo sapiens	2
HsCD00663222	Homo sapiens	1
HsCD00663223	Homo sapiens	2
HsCD00663224	Homo sapiens	2
HsCD00663225	Homo sapiens	2
HsCD00663226	Homo sapiens	1
HsCD00663227	Homo sapiens	1
HsCD00663228	Homo sapiens	2
HsCD00663229	Homo sapiens	1
HsCD00663230	Homo sapiens	1
HsCD00663231	Homo sapiens	1
HsCD00663232	Homo sapiens	1
HsCD00663233	Homo sapiens	1
HsCD00663325	Homo sapiens	2
HsCD00663327	Homo sapiens	2
HsCD00663328	Homo sapiens	2
HsCD00663329	Homo sapiens	2
HsCD00663330	Homo sapiens	2
HsCD00663331	Homo sapiens	2
HsCD00663332	Homo sapiens	2
HsCD00663333	Homo sapiens	2
HsCD00663334	Homo sapiens	2
HsCD00663335	Homo sapiens	2
HsCD00663338	Homo sapiens	2
HsCD00663340	Homo sapiens	1
HsCD00663341	Homo sapiens	2
HsCD00663342	Homo sapiens	2
HsCD00663343	Homo sapiens	2
HsCD00663344	Homo sapiens	2
HsCD00663345	Homo sapiens	2
HsCD00663346	Homo sapiens	2
HsCD00663347	Homo sapiens	2
HsCD00663348	Homo sapiens	2
HsCD00663349	Homo sapiens	2
HsCD00663350	Homo sapiens	2
HsCD00663351	Homo sapiens	2
HsCD00663352	Homo sapiens	2
HsCD00663353	Homo sapiens	1
HsCD00663354	Homo sapiens	2
HsCD00663355	Homo sapiens	1
HsCD00663356	Homo sapiens	1
HsCD00663564	Homo sapiens	1
HsCD00663565	Homo sapiens	1
HsCD00663566	Homo sapiens	1
HsCD00663567	Homo sapiens	2
HsCD00663568	Homo sapiens	2
HsCD00663569	Homo sapiens	2
HsCD00663589	Homo sapiens	2
HsCD00663590	Homo sapiens	2
HsCD00663591	Homo sapiens	2
HsCD00663594	Homo sapiens	2
HsCD00663595	Homo sapiens	2
HsCD00663598	Homo sapiens	1
HsCD00663599	Homo sapiens	1
HsCD00663600	Homo sapiens	1
HsCD00663601	Homo sapiens	1
HsCD00663602	Homo sapiens	1
HsCD00663603	Homo sapiens	1
HsCD00663604	Homo sapiens	2
HsCD00663605	Homo sapiens	2
HsCD00663606	Homo sapiens	2
HsCD00663675	Homo sapiens	1
HsCD00663676	Homo sapiens	1
HsCD00663677	Homo sapiens	1
HsCD00663678	Homo sapiens	1
HsCD00663679	Homo sapiens	1
HsCD00663680	Homo sapiens	1
HsCD00663681	Homo sapiens	1
HsCD00663682	Homo sapiens	1
HsCD00663683	Homo sapiens	1
HsCD00663684	Homo sapiens	1
HsCD00663685	Homo sapiens	1
HsCD00663687	Homo sapiens	1
HsCD00663688	Homo sapiens	2
HsCD00663689	Homo sapiens	1
HsCD00663690	Homo sapiens	2
HsCD00663691	Homo sapiens	1
HsCD00663692	Homo sapiens	1
HsCD00663693	Homo sapiens	1
HsCD00663694	Homo sapiens	2
HsCD00663695	Homo sapiens	2
HsCD00663696	Homo sapiens	2
HsCD00663697	Homo sapiens	2
HsCD00663698	Homo sapiens	2
HsCD00663699	Homo sapiens	2
HsCD00663702	Homo sapiens	2
HsCD00663703	Homo sapiens	2
HsCD00663704	Homo sapiens	2
HsCD00663705	Homo sapiens	2
HsCD00663706	Homo sapiens	2
HsCD00663707	Homo sapiens	1
HsCD00663708	Homo sapiens	1
HsCD00663709	Homo sapiens	2
HsCD00663710	Homo sapiens	2
HsCD00663712	Homo sapiens	2
HsCD00663959	Homo sapiens	2
HsCD00663960	Homo sapiens	2
HsCD00663961	Homo sapiens	2
HsCD00663962	Homo sapiens	2
HsCD00663963	Homo sapiens	1
HsCD00663964	Homo sapiens	1
HsCD00663967	Homo sapiens	2
HsCD00663968	Homo sapiens	1
HsCD00663969	Homo sapiens	1
HsCD00663970	Homo sapiens	1
HsCD00663971	Homo sapiens	2
HsCD00664080	Homo sapiens	2
HsCD00664081	Homo sapiens	1
HsCD00664082	Homo sapiens	2
HsCD00664083	Homo sapiens	2
HsCD00664084	Homo sapiens	2
HsCD00664085	Homo sapiens	2
HsCD00664086	Homo sapiens	1
HsCD00664087	Homo sapiens	2
HsCD00664088	Homo sapiens	2
HsCD00664091	Homo sapiens	1
HsCD00664092	Homo sapiens	1
HsCD00664093	Homo sapiens	2
HsCD00664094	Homo sapiens	2
HsCD00664095	Homo sapiens	2
HsCD00664096	Homo sapiens	2
HsCD00664097	Homo sapiens	2
HsCD00664098	Homo sapiens	2
HsCD00664099	Homo sapiens	1
HsCD00664100	Homo sapiens	1
HsCD00664101	Homo sapiens	1
HsCD00664102	Homo sapiens	1
HsCD00664103	Homo sapiens	1
HsCD00664104	Homo sapiens	1
HsCD00664105	Homo sapiens	1
HsCD00664106	Homo sapiens	1
HsCD00664108	Homo sapiens	2
HsCD00664109	Homo sapiens	2
HsCD00664111	Homo sapiens	2
HsCD00664115	Homo sapiens	2
HsCD00664116	Homo sapiens	2
HsCD00664117	Homo sapiens	1
HsCD00664118	Homo sapiens	2
HsCD00664119	Homo sapiens	2
HsCD00664120	Homo sapiens	2
HsCD00664123	Homo sapiens	1
HsCD00664124	Homo sapiens	1
HsCD00664125	Homo sapiens	2
HsCD00664126	Homo sapiens	1
HsCD00664127	Homo sapiens	1
HsCD00664128	Homo sapiens	1
HsCD00664129	Homo sapiens	1
HsCD00664130	Homo sapiens	2
HsCD00664131	Homo sapiens	2
HsCD00664132	Homo sapiens	1
HsCD00664133	Homo sapiens	2
HsCD00664134	Homo sapiens	1
HsCD00664135	Homo sapiens	2
HsCD00664136	Homo sapiens	2
HsCD00664137	Homo sapiens	2
HsCD00664138	Homo sapiens	2
HsCD00664139	Homo sapiens	2
HsCD00664140	Homo sapiens	2
HsCD00664141	Homo sapiens	2
HsCD00664142	Homo sapiens	2
HsCD00664531	Homo sapiens	2
HsCD00664532	Homo sapiens	1
HsCD00664533	Homo sapiens	1
HsCD00664534	Homo sapiens	2
HsCD00664535	Homo sapiens	2
HsCD00664536	Homo sapiens	2
HsCD00664537	Homo sapiens	2
HsCD00664539	Homo sapiens	2
HsCD00664541	Homo sapiens	2
HsCD00664543	Homo sapiens	1
HsCD00664544	Homo sapiens	1
HsCD00664545	Homo sapiens	1
HsCD00664546	Homo sapiens	2
HsCD00664547	Homo sapiens	2
HsCD00664548	Homo sapiens	1
HsCD00664549	Homo sapiens	2
HsCD00664550	Homo sapiens	2
HsCD00664551	Homo sapiens	2
HsCD00664552	Homo sapiens	2
HsCD00664627	Homo sapiens	1
HsCD00664628	Homo sapiens	2
HsCD00664629	Homo sapiens	1
HsCD00664630	Homo sapiens	1
HsCD00664631	Homo sapiens	1
HsCD00664632	Homo sapiens	1
HsCD00664633	Homo sapiens	1
HsCD00664635	Homo sapiens	1
HsCD00664636	Homo sapiens	2
HsCD00664639	Homo sapiens	1
HsCD00664641	Homo sapiens	1
HsCD00664642	Homo sapiens	1
HsCD00664643	Homo sapiens	1
HsCD00664644	Homo sapiens	1
HsCD00664645	Homo sapiens	2
HsCD00664648	Homo sapiens	2
HsCD00664715	Homo sapiens	2
HsCD00664716	Homo sapiens	2
HsCD00664728	Homo sapiens	2
HsCD00664729	Homo sapiens	2
HsCD00664730	Homo sapiens	2
HsCD00664731	Homo sapiens	2
HsCD00664732	Homo sapiens	2
HsCD00664734	Homo sapiens	2
HsCD00664738	Homo sapiens	1
HsCD00664739	Homo sapiens	2
HsCD00664740	Homo sapiens	2
HsCD00664741	Homo sapiens	2
HsCD00664742	Homo sapiens	2
HsCD00664743	Homo sapiens	2
HsCD00664744	Homo sapiens	2
HsCD00664745	Homo sapiens	2
HsCD00664746	Homo sapiens	1
HsCD00664747	Homo sapiens	2
HsCD00664748	Homo sapiens	2
HsCD00664749	Homo sapiens	2
HsCD00664750	Homo sapiens	2
HsCD00664751	Homo sapiens	1
HsCD00664752	Homo sapiens	1
HsCD00664753	Homo sapiens	2
HsCD00664754	Homo sapiens	2
HsCD00664755	Homo sapiens	2
HsCD00664756	Homo sapiens	1
HsCD00664757	Homo sapiens	2
HsCD00664758	Homo sapiens	2
HsCD00664759	Homo sapiens	2
HsCD00664761	Homo sapiens	2
HsCD00664803	Homo sapiens	2
HsCD00664804	Homo sapiens	2
HsCD00664805	Homo sapiens	1
HsCD00664806	Homo sapiens	2
HsCD00664813	Homo sapiens	2
HsCD00664814	Homo sapiens	2
HsCD00664815	Homo sapiens	2
HsCD00664828	Homo sapiens	1
HsCD00664834	Homo sapiens	1
HsCD00664836	Homo sapiens	1
HsCD00664837	Homo sapiens	2
HsCD00664841	Homo sapiens	2
HsCD00664845	Homo sapiens	2
HsCD00664846	Homo sapiens	2
HsCD00664847	Homo sapiens	2
HsCD00664924	Homo sapiens	1
HsCD00664926	Homo sapiens	1
HsCD00664927	Homo sapiens	1
HsCD00664928	Homo sapiens	1
HsCD00664929	Homo sapiens	1
HsCD00664930	Homo sapiens	1
HsCD00664931	Homo sapiens	1
HsCD00664932	Homo sapiens	1
HsCD00664933	Homo sapiens	1
HsCD00664934	Homo sapiens	1
HsCD00664936	Homo sapiens	1
HsCD00664939	Homo sapiens	1
HsCD00664940	Homo sapiens	1
HsCD00664941	Homo sapiens	1
HsCD00664942	Homo sapiens	2
HsCD00664943	Homo sapiens	2
HsCD00664944	Homo sapiens	1
HsCD00664945	Homo sapiens	1
HsCD00664946	Homo sapiens	1
HsCD00664947	Homo sapiens	2
HsCD00664948	Homo sapiens	1
HsCD00664949	Homo sapiens	1
HsCD00664973	Homo sapiens	2
HsCD00664974	Homo sapiens	2
HsCD00665030	Homo sapiens	1
HsCD00665032	Homo sapiens	1
HsCD00665033	Homo sapiens	1
HsCD00665034	Homo sapiens	2
HsCD00665036	Homo sapiens	2
HsCD00665075	Homo sapiens	2
HsCD00665118	Homo sapiens	2
HsCD00665120	Homo sapiens	1
HsCD00665254	Homo sapiens	2
HsCD00665262	Homo sapiens	1
HsCD00665264	Homo sapiens	2
HsCD00665265	Homo sapiens	2
HsCD00665266	Homo sapiens	2
HsCD00665267	Homo sapiens	1
HsCD00665268	Homo sapiens	1
HsCD00665269	Homo sapiens	1
HsCD00665270	Homo sapiens	1
HsCD00665271	Homo sapiens	1
HsCD00665273	Homo sapiens	1
HsCD00665274	Homo sapiens	1
HsCD00665275	Homo sapiens	1
HsCD00665325	Homo sapiens	1
HsCD00665326	Homo sapiens	1
HsCD00665386	Homo sapiens	2
HsCD00665586	Homo sapiens	1
HsCD00665587	Homo sapiens	1
HsCD00665588	Homo sapiens	1
HsCD00665589	Homo sapiens	2
HsCD00665590	Homo sapiens	2
HsCD00665593	Homo sapiens	2
HsCD00665594	Homo sapiens	2
HsCD00665595	Homo sapiens	2
HsCD00665596	Homo sapiens	1
HsCD00665660	Homo sapiens	2
HsCD00665661	Homo sapiens	2
HsCD00665662	Homo sapiens	2
HsCD00665756	Homo sapiens	2
HsCD00665757	Homo sapiens	2
HsCD00665758	Homo sapiens	2
HsCD00665759	Homo sapiens	2
HsCD00665760	Homo sapiens	1
HsCD00665761	Homo sapiens	2
HsCD00665765	Homo sapiens	1
HsCD00665767	Homo sapiens	1
HsCD00665768	Homo sapiens	2
HsCD00665769	Homo sapiens	2
HsCD00665770	Homo sapiens	2
HsCD00665771	Homo sapiens	1
HsCD00665772	Homo sapiens	2
HsCD00665773	Homo sapiens	1
HsCD00665775	Homo sapiens	1
HsCD00665776	Homo sapiens	1
HsCD00665777	Homo sapiens	1
HsCD00665779	Homo sapiens	2
HsCD00665780	Homo sapiens	2
HsCD00665782	Homo sapiens	1
HsCD00665784	Homo sapiens	2
HsCD00665785	Homo sapiens	1
HsCD00665786	Homo sapiens	2
HsCD00665787	Homo sapiens	1
HsCD00665788	Homo sapiens	1
HsCD00665789	Homo sapiens	2
HsCD00665790	Homo sapiens	1
HsCD00665791	Homo sapiens	2
HsCD00665792	Homo sapiens	1
HsCD00665793	Homo sapiens	1
HsCD00665794	Homo sapiens	1
HsCD00665795	Homo sapiens	2
HsCD00665798	Homo sapiens	2
HsCD00665800	Homo sapiens	2
HsCD00665801	Homo sapiens	2
HsCD00665821	Homo sapiens	2
HsCD00666010	Homo sapiens	1
HsCD00666011	Homo sapiens	2
HsCD00666146	Homo sapiens	1
HsCD00666208	Homo sapiens	1
HsCD00670436	Homo sapiens	2
HsCD00670457	Homo sapiens	1
HsCD00670493	Homo sapiens	2
HsCD00670494	Homo sapiens	1
HsCD00670495	Homo sapiens	1
HsCD00670497	Homo sapiens	2
HsCD00670498	Homo sapiens	2
HsCD00670499	Homo sapiens	2
HsCD00670500	Homo sapiens	1
HsCD00670501	Homo sapiens	2
HsCD00670502	Homo sapiens	2
HsCD00670535	Homo sapiens	2
HsCD00670536	Homo sapiens	1
HsCD00670537	Homo sapiens	1
HsCD00670538	Homo sapiens	1
HsCD00670539	Homo sapiens	1
HsCD00670540	Homo sapiens	1
HsCD00670546	Homo sapiens	2
HsCD00670560	Homo sapiens	1
HsCD00670588	Homo sapiens	2
HsCD00670597	Homo sapiens	2
HsCD00670598	Homo sapiens	1
HsCD00670631	Homo sapiens	2
HsCD00670637	Homo sapiens	2
HsCD00670644	Homo sapiens	2
HsCD00670645	Homo sapiens	1
HsCD00670653	Homo sapiens	1
HsCD00670659	Homo sapiens	1
HsCD00670662	Homo sapiens	2
HsCD00670663	Homo sapiens	2
HsCD00670667	Homo sapiens	1
HsCD00696754	Homo sapiens	2
HsCD00696755	Homo sapiens	2
HsCD00696756	Homo sapiens	1
HsCD00696757	Homo sapiens	2
HsCD00696758	Homo sapiens	1
HsCD00696760	Homo sapiens	1
HsCD00696761	Homo sapiens	2
HsCD00696764	Homo sapiens	1
HsCD00696766	Homo sapiens	1
HsCD00696767	Homo sapiens	1
HsCD00696769	Homo sapiens	1
HsCD00696771	Homo sapiens	1
HsCD00696772	Homo sapiens	1
HsCD00696773	Homo sapiens	1
HsCD00696774	Homo sapiens	1
HsCD00696775	Homo sapiens	1
HsCD00696776	Homo sapiens	1
HsCD00696777	Homo sapiens	1
HsCD00696778	Homo sapiens	1
HsCD00696783	Homo sapiens	2
HsCD00696784	Homo sapiens	2
HsCD00696785	Homo sapiens	2
HsCD00696786	Homo sapiens	1
HsCD00696787	Homo sapiens	1
HsCD00696790	Homo sapiens	1
HsCD00696791	Homo sapiens	1
HsCD00696792	Homo sapiens	2
HsCD00696795	Homo sapiens	1
HsCD00696796	Homo sapiens	1
HsCD00697917	Homo sapiens	1
HsCD00697918	Homo sapiens	2
HsCD00697919	Homo sapiens	2
HsCD00697920	Homo sapiens	2
HsCD00697923	Homo sapiens	1
HsCD00751561	Homo sapiens	1
HsCD00751571	Homo sapiens	1
HsCD00751614	Homo sapiens	1
HsCD00751615	Homo sapiens	2
HsCD00751718	Homo sapiens	1
HsCD00751780	Homo sapiens	1
HsCD00751781	Homo sapiens	1
HsCD00751915	Homo sapiens	1
HsCD00752064	Homo sapiens	1
HsCD00752095	Homo sapiens	1
HsCD00752305	Homo sapiens	1
LaCD00331726	Lactobacillus acidophilus	2
LaCD00331727	Lactobacillus acidophilus	2
LaCD00331728	Lactobacillus acidophilus	2
LiCD00584183	Listeria innocua	2
LiCD00584184	Listeria innocua	2
LlCD00530900	Lactococcus lactis	2
LpCD00584182	Lactobacillus plantarum	1
LpCD00584185	Legionella pneumophila	2
LtCD00664174	Lachancea thermotolerans	2
MeCD00597011	Micromonospora echinospora	2
MeCD00597012	Micromonospora echinospora	2
MeCD00597013	Micromonospora echinospora	2
MeCD00597014	Micromonospora echinospora	2
MeCD00597015	Micromonospora echinospora	2
MeCD00597016	Micromonospora echinospora	2
MeCD00597017	Micromonospora echinospora	2
MeCD00597018	Micromonospora echinospora	2
MeCD00597019	Micromonospora echinospora	2
MeCD00597020	Micromonospora echinospora	2
MeCD00597021	Micromonospora echinospora	2
MeCD00597023	Micromonospora echinospora	1
MeCD00597024	Micromonospora echinospora	1
MeCD00597025	Micromonospora echinospora	1
MeCD00597026	Micromonospora echinospora	1
MeCD00597027	Micromonospora echinospora	2
MeCD00597028	Micromonospora echinospora	2
MeCD00597029	Micromonospora echinospora	2
MeCD00597030	Micromonospora echinospora	1
MeCD00600782	Micromonospora echinospora	2
MeCD00670630	Micromonospora echinospora	2
MlCD00331719	Mesorhizobium loti	1
MlCD00331720	Mesorhizobium loti	2
MlCD00331721	Mesorhizobium loti	2
MlCD00331723	Mesorhizobium loti	2
MlCD00331724	Mesorhizobium loti	2
MlCD00331725	Mesorhizobium loti	2
MlCD00650430	Methanocorpusculum labreanum Z	2
MmCD00331419	Mus musculus	2
MmCD00584202	Methanosarcina mazei	2
MmCD00585062	Mus musculus	1
MmCD00588680	Mus musculus	2
MmCD00588681	Mus musculus	2
MmCD00588682	Mus musculus	2
MmCD00627751	Methanosarcina mazei	2
MmCD00663950	Mus musculus	2
MmCD00663951	Mus musculus	2
MmCD00663952	Mus musculus	2
MmCD00663953	Mus musculus	2
MmCD00663954	Mus musculus	2
MmCD00663955	Mus musculus	2
MmCD00663956	Mus musculus	2
MmCD00663957	Mus musculus	2
MmCD00663958	Mus musculus	2
MmCD00664553	Mus musculus	2
MmCD00664554	Mus musculus	2
MmCD00670625	Methanococcus maripaludis	2
MtCD00331758	Methanothermobacter thermautotrophicus	2
MtCD00331759	Methanothermobacter thermautotrophicus	2
MtCD00341016	Methanothermobacter thermautotrophicus	2
MtCD00341019	Methanothermobacter thermautotrophicus	2
MtCD00341023	Methanothermobacter thermautotrophicus	2
MtCD00341044	Methanothermobacter thermautotrophicus	2
MtCD00341046	Methanothermobacter thermautotrophicus	2
MtCD00341047	Methanothermobacter thermautotrophicus	2
MtCD00598391	Methanothermobacter thermautotrophicus	2
NsCD00331713	Nostoc sp. PCC 7120	2
NsCD00331714	Nostoc sp. PCC 7120	2
NsCD00331715	Nostoc sp. PCC 7120	1
NsCD00331716	Nostoc sp. PCC 7120	2
NsCD00331717	Nostoc sp. PCC 7120	2
NsCD00331718	Nostoc sp. PCC 7120	1
NsCD00331785	Nostoc sp. PCC 7120	1
NsCD00331786	Nostoc sp. PCC 7120	2
NsCD00584181	Nostoc sp.	2
NsCD00666025	Nostoc sp. PCC 7120	2
PfCD00343706	Pseudomonas fluorescens	2
PgCD00530978	Porphyromonas gingivalis	2
PgCD00584180	Porphyromonas gingivalis	2
PgCD00600794	Porphyromonas gingivalis	2
PmCD00584186	Pyrococcus horikoshii	2
PmCD00584187	Pyrococcus horikoshii	2
PsCD00597031	Pseudomonas syringae	2
PsCD00597032	Pseudomonas syringae	1
PsCD00597033	Pseudomonas syringae	1
PsCD00597034	Pseudomonas syringae	1
PsCD00597035	Pseudomonas syringae	1
PsCD00597036	Pseudomonas syringae	1
PsCD00597037	Pseudomonas syringae	1
PsCD00597038	Pseudomonas syringae	1
PsCD00597039	Pseudomonas syringae	1
PsCD00598387	Pseudomonas syringae	2
PsCD00598388	Pseudomonas syringae	2
SaCD00591010	Streptococcus agalactiae	2
ScCD00583661	Saccharomyces cerevisiae	1
ScCD00583662	Saccharomyces cerevisiae	1
ScCD00583663	Saccharomyces cerevisiae	1
ScCD00583666	Saccharomyces cerevisiae	1
ScCD00583667	Saccharomyces cerevisiae	1
ScCD00583668	Saccharomyces cerevisiae	1
ScCD00583669	Saccharomyces cerevisiae	1
ScCD00583670	Saccharomyces cerevisiae	1
ScCD00583671	Saccharomyces cerevisiae	1
ScCD00583673	Saccharomyces cerevisiae	2
ScCD00583675	Saccharomyces cerevisiae	2
ScCD00583676	Saccharomyces cerevisiae	2
ScCD00583677	Saccharomyces cerevisiae	2
ScCD00583678	Saccharomyces cerevisiae	2
ScCD00583679	Saccharomyces cerevisiae	2
ScCD00583680	Saccharomyces cerevisiae	2
ScCD00583681	Saccharomyces cerevisiae	2
ScCD00583682	Saccharomyces cerevisiae	2
ScCD00583683	Saccharomyces cerevisiae	2
ScCD00583684	Saccharomyces cerevisiae	2
ScCD00583686	Saccharomyces cerevisiae	2
ScCD00584037	Saccharomyces cerevisiae	2
ScCD00584039	Saccharomyces cerevisiae	2
ScCD00591000	Streptomyces coelicolor	2
ScCD00598164	Saccharomyces cerevisiae	1
ScCD00598165	Saccharomyces cerevisiae	1
ScCD00598166	Saccharomyces cerevisiae	1
ScCD00598167	Saccharomyces cerevisiae	1
ScCD00598168	Saccharomyces cerevisiae	2
ScCD00598169	Saccharomyces cerevisiae	2
ScCD00598170	Saccharomyces cerevisiae	2
ScCD00598171	Saccharomyces cerevisiae	2
ScCD00598172	Saccharomyces cerevisiae	2
ScCD00650392	Saccharomyces cerevisiae	1
ScCD00650393	Saccharomyces cerevisiae	1
ScCD00663935	Saccharomyces cerevisiae	1
ScCD00663936	Saccharomyces cerevisiae	1
ScCD00663938	Saccharomyces cerevisiae	2
ScCD00663939	Saccharomyces cerevisiae	2
ScCD00663940	Saccharomyces cerevisiae	2
ScCD00663941	Saccharomyces cerevisiae	2
ScCD00663942	Saccharomyces cerevisiae	2
ScCD00663943	Saccharomyces cerevisiae	2
ScCD00663944	Saccharomyces cerevisiae	2
ScCD00663945	Saccharomyces cerevisiae	2
ScCD00663946	Saccharomyces cerevisiae	2
ScCD00663947	Saccharomyces cerevisiae	2
ScCD00663948	Saccharomyces cerevisiae	2
ScCD00663949	Saccharomyces cerevisiae	2
ScCD00664818	Saccharomyces cerevisiae	2
ScCD00664819	Saccharomyces cerevisiae	2
ScCD00664820	Saccharomyces cerevisiae	2
ScCD00664821	Saccharomyces cerevisiae	2
ScCD00664822	Saccharomyces cerevisiae	2
ScCD00664824	Saccharomyces cerevisiae	2
ScCD00664825	Saccharomyces cerevisiae	1
ScCD00665257	Saccharomyces cerevisiae	2
ScCD00665259	Saccharomyces cerevisiae	1
ScCD00665381	Saccharomyces cerevisiae	2
SeCD00331768	Synechococcus elongatus	1
SeCD00331769	Synechococcus elongatus	2
SeCD00331770	Synechococcus elongatus	2
SeCD00331771	Synechococcus elongatus	2
SeCD00331772	Synechococcus elongatus	2
SeCD00331773	Synechococcus elongatus	1
SeCD00331774	Synechococcus elongatus	2
SeCD00331775	Synechococcus elongatus	2
SeCD00331776	Synechococcus elongatus	2
SeCD00331777	Synechococcus elongatus	2
SeCD00331778	Synechococcus elongatus	2
SeCD00331779	Synechococcus elongatus	1
SeCD00331780	Synechococcus elongatus	2
SeCD00331781	Synechococcus elongatus	2
SeCD00331782	Salmonella enterica	1
SeCD00331783	Salmonella enterica	1
SeCD00331784	Salmonella enterica	1
SeCD00530977	Staphylococcus epidermidis	2
SfCD00598398	Shigella flexneri	2
SfCD00598399	Shigella flexneri	2
SfCD00598401	Shigella flexneri	2
SgCD00596992	Streptomyces globisporus	2
SgCD00596993	Streptomyces globisporus	2
SgCD00596994	Streptomyces globisporus	1
SgCD00596995	Streptomyces globisporus	1
SgCD00596996	Streptomyces globisporus	1
