Accession	Species	Class
CtCD00590212	Chlorobium tepidum	1
CtCD00591121	Clostridium thermocellum	2
CtCD00591122	Clostridium thermocellum	1
CtCD00591123	Clostridium thermocellum	2
CtCD00591126	Clostridium thermocellum	1
CtCD00591529	Clostridium thermocellum	2
CtCD00596906	Clostridium thermocellum	2
CtCD00598728	Chlorobium tepidum	2
CtCD00665937	Chlorobium tepidum	2
CtCD00665942	Clostridium thermocellum	2
CtCD00666173	Clostridium thermocellum	2
CvCD00331454	Chromobacterium violaceum	2
CvCD00334691	Chromobacterium violaceum	1
CvCD00339245	Chromobacterium violaceum	2
CvCD00339246	Chromobacterium violaceum	1
CvCD00339763	Chromobacterium violaceum	1
CvCD00339764	Chromobacterium violaceum	2
CvCD00339765	Chromobacterium violaceum	1
CvCD00339766	Chromobacterium violaceum	2
CvCD00339767	Chromobacterium violaceum	1
CvCD00339769	Chromobacterium violaceum	1
CvCD00341398	Chromobacterium violaceum	1
CvCD00344636	Chromobacterium violaceum	2
CvCD00344637	Chromobacterium violaceum	2
CvCD00344639	Chromobacterium violaceum	2
CvCD00344640	Chromobacterium violaceum	2
CvCD00344641	Chromobacterium violaceum	2
CvCD00344643	Chromobacterium violaceum	2
CvCD00344648	Chromobacterium violaceum	2
CvCD00344649	Chromobacterium violaceum	2
CvCD00344650	Chromobacterium violaceum	2
CvCD00344651	Chromobacterium violaceum	2
CvCD00422968	Chromobacterium violaceum	2
CvCD00530823	Chromobacterium violaceum	1
CvCD00530850	Chromobacterium violaceum	2
CvCD00536195	Chromobacterium violaceum	2
CvCD00536196	Chromobacterium violaceum	2
CvCD00536197	Chromobacterium violaceum	2
CvCD00536198	Chromobacterium violaceum	1
CvCD00536199	Chromobacterium violaceum	1
CvCD00536200	Chromobacterium violaceum	2
CvCD00536201	Chromobacterium violaceum	2
CvCD00536202	Chromobacterium violaceum	1
CvCD00540472	Chromobacterium violaceum	2
CvCD00540473	Chromobacterium violaceum	2
CvCD00540631	Chromobacterium violaceum	2
CvCD00540719	Chromobacterium violaceum	2
CvCD00540853	Chromobacterium violaceum	2
CvCD00540854	Chromobacterium violaceum	2
CvCD00540855	Chromobacterium violaceum	2
CvCD00540856	Chromobacterium violaceum	2
CvCD00585080	Chromobacterium violaceum	1
CvCD00585081	Chromobacterium violaceum	1
CvCD00585083	Chromobacterium violaceum	2
CvCD00585084	Chromobacterium violaceum	1
CvCD00585085	Chromobacterium violaceum	2
CvCD00585086	Chromobacterium violaceum	1
CvCD00585087	Chromobacterium violaceum	2
CvCD00591523	Chromobacterium violaceum	1
CvCD00598806	Caulobacter vibrioides	1
CvCD00627905	Chromobacterium violaceum	2
CvCD00665569	Chromobacterium violaceum	1
CvCD00666052	Chromobacterium violaceum	1
CvCD00666244	Chromobacterium violaceum	1
CvCD00670617	Chromobacterium violaceum	1
DhCD00338934	Desulfitobacterium hafniense	1
DhCD00338936	Desulfitobacterium hafniense	2
DhCD00338937	Desulfitobacterium hafniense	2
DhCD00338938	Desulfitobacterium hafniense	2
DhCD00338939	Desulfitobacterium hafniense	2
DhCD00338942	Desulfitobacterium hafniense	2
DhCD00339053	Desulfitobacterium hafniense	1
DhCD00339054	Desulfitobacterium hafniense	2
DhCD00339055	Desulfitobacterium hafniense	2
DhCD00339057	Desulfitobacterium hafniense	2
DhCD00339624	Desulfitobacterium hafniense	2
DhCD00339626	Desulfitobacterium hafniense	2
DhCD00339627	Desulfitobacterium hafniense	2
DhCD00339629	Desulfitobacterium hafniense	1
DhCD00339630	Desulfitobacterium hafniense	1
DhCD00339631	Desulfitobacterium hafniense	1
DhCD00339633	Desulfitobacterium hafniense	1
DhCD00339635	Desulfitobacterium hafniense	2
DhCD00344678	Desulfitobacterium hafniense	2
DhCD00344679	Desulfitobacterium hafniense	2
DhCD00344680	Desulfitobacterium hafniense	2
DhCD00358123	Desulfitobacterium hafniense	1
DhCD00358126	Desulfitobacterium hafniense	1
DhCD00358128	Desulfitobacterium hafniense	2
DhCD00358129	Desulfitobacterium hafniense	2
DhCD00358130	Desulfitobacterium hafniense	2
DhCD00358131	Desulfitobacterium hafniense	1
DhCD00358132	Desulfitobacterium hafniense	1
DhCD00358133	Desulfitobacterium hafniense	2
DhCD00358134	Desulfitobacterium hafniense	2
DhCD00358135	Desulfitobacterium hafniense	2
DhCD00385389	Desulfitobacterium hafniense	2
DhCD00385390	Desulfitobacterium hafniense	1
DhCD00385391	Desulfitobacterium hafniense	2
DhCD00385392	Desulfitobacterium hafniense	2
DhCD00385393	Desulfitobacterium hafniense	2
DhCD00385395	Desulfitobacterium hafniense	2
DhCD00385396	Desulfitobacterium hafniense	2
DhCD00385397	Desulfitobacterium hafniense	2
DhCD00385398	Desulfitobacterium hafniense	2
DhCD00385400	Desulfitobacterium hafniense	2
DhCD00385401	Desulfitobacterium hafniense	2
DhCD00385402	Desulfitobacterium hafniense	2
DhCD00385403	Desulfitobacterium hafniense	2
DhCD00385404	Desulfitobacterium hafniense	2
DhCD00385405	Desulfitobacterium hafniense	2
DhCD00385406	Desulfitobacterium hafniense	1
DhCD00385407	Desulfitobacterium hafniense	2
DhCD00530932	Desulfitobacterium hafniense	2
DhCD00531249	Desulfitobacterium hafniense	1
DhCD00539660	Desulfitobacterium hafniense	2
DhCD00539661	Desulfitobacterium hafniense	2
DhCD00539662	Desulfitobacterium hafniense	2
DhCD00539664	Desulfitobacterium hafniense	2
DhCD00539665	Desulfitobacterium hafniense	2
DhCD00539666	Desulfitobacterium hafniense	2
DhCD00540658	Desulfitobacterium hafniense	2
DhCD00540659	Desulfitobacterium hafniense	2
DhCD00540661	Desulfitobacterium hafniense	1
DhCD00540662	Desulfitobacterium hafniense	1
DhCD00540930	Desulfitobacterium hafniense	2
DhCD00540931	Desulfitobacterium hafniense	2
DhCD00540932	Desulfitobacterium hafniense	1
DhCD00598797	Desulfitobacterium hafniense	2
DhCD00627923	Desulfitobacterium hafniense	2
DhCD00665750	Desulfitobacterium hafniense	1
DhCD00665751	Desulfitobacterium hafniense	2
DhCD00665752	Desulfitobacterium hafniense	2
DhCD00665753	Desulfitobacterium hafniense	2
DhCD00665754	Desulfitobacterium hafniense	1
DhCD00666197	Desulfitobacterium hafniense	2
DhCD00666204	Desulfitobacterium hafniense	2
DhCD00666205	Desulfitobacterium hafniense	2
DhCD00666206	Desulfitobacterium hafniense	2
DhCD00666274	Desulfitobacterium hafniense	2
DrCD00331146	Deinococcus radiodurans	2
DrCD00331147	Deinococcus radiodurans	2
DrCD00334690	Deinococcus radiodurans	1
DrCD00338598	Deinococcus radiodurans	1
DrCD00338600	Deinococcus radiodurans	2
DrCD00338602	Deinococcus radiodurans	2
DrCD00338603	Deinococcus radiodurans	2
DrCD00338604	Deinococcus radiodurans	2
DrCD00338605	Deinococcus radiodurans	2
DrCD00339220	Deinococcus radiodurans	2
DrCD00339223	Deinococcus radiodurans	2
DrCD00339224	Deinococcus radiodurans	2
DrCD00339225	Deinococcus radiodurans	2
DrCD00339226	Deinococcus radiodurans	2
DrCD00339227	Deinococcus radiodurans	2
DrCD00339229	Deinococcus radiodurans	2
DrCD00339230	Deinococcus radiodurans	2
DrCD00339232	Deinococcus radiodurans	2
DrCD00339234	Deinococcus radiodurans	1
DrCD00339235	Deinococcus radiodurans	1
DrCD00339236	Deinococcus radiodurans	2
DrCD00339237	Deinococcus radiodurans	2
DrCD00339238	Deinococcus radiodurans	2
DrCD00339239	Deinococcus radiodurans	1
DrCD00339240	Deinococcus radiodurans	2
DrCD00339244	Deinococcus radiodurans	2
DrCD00341350	Deinococcus radiodurans	2
DrCD00343856	Deinococcus radiodurans	2
DrCD00384712	Deinococcus radiodurans	2
DrCD00384715	Deinococcus radiodurans	2
DrCD00384716	Deinococcus radiodurans	2
DrCD00384717	Deinococcus radiodurans	1
DrCD00384847	Deinococcus radiodurans	2
DrCD00384848	Deinococcus radiodurans	2
DrCD00384849	Deinococcus radiodurans	1
DrCD00384850	Deinococcus radiodurans	2
DrCD00384892	Deinococcus radiodurans	2
DrCD00422729	Deinococcus radiodurans	2
DrCD00422732	Deinococcus radiodurans	2
DrCD00422734	Deinococcus radiodurans	2
DrCD00422735	Deinococcus radiodurans	2
DrCD00422736	Deinococcus radiodurans	2
DrCD00423009	Deinococcus radiodurans	2
DrCD00423010	Deinococcus radiodurans	2
DrCD00423016	Deinococcus radiodurans	2
DrCD00423018	Deinococcus radiodurans	2
DrCD00423019	Deinococcus radiodurans	2
DrCD00423020	Deinococcus radiodurans	2
DrCD00423021	Deinococcus radiodurans	1
DrCD00423022	Deinococcus radiodurans	1
DrCD00423023	Deinococcus radiodurans	2
DrCD00423024	Deinococcus radiodurans	2
DrCD00530712	Deinococcus radiodurans	2
DrCD00530713	Deinococcus radiodurans	2
DrCD00530714	Deinococcus radiodurans	2
DrCD00530715	Deinococcus radiodurans	2
DrCD00530716	Deinococcus radiodurans	1
DrCD00530717	Deinococcus radiodurans	2
DrCD00530719	Deinococcus radiodurans	2
DrCD00530768	Deinococcus radiodurans	2
DrCD00530769	Deinococcus radiodurans	2
DrCD00530796	Deinococcus radiodurans	2
DrCD00530856	Deinococcus radiodurans	2
DrCD00530911	Deinococcus radiodurans	2
DrCD00536399	Deinococcus radiodurans	2
DrCD00536400	Deinococcus radiodurans	2
DrCD00540630	Deinococcus radiodurans	2
DrCD00546510	Deinococcus radiodurans	2
DrCD00546519	Deinococcus radiodurans	2
DrCD00585076	Deinococcus radiodurans	2
DrCD00585078	Deinococcus radiodurans	2
DrCD00591407	Deinococcus radiodurans	1
DrCD00591408	Deinococcus radiodurans	2
DrCD00591522	Deinococcus radiodurans	1
DrCD00598845	Deinococcus radiodurans	2
DrCD00626414	Deinococcus radiodurans	2
DvCD00331139	Desulfovibrio vulgaris	2
DvCD00331140	Desulfovibrio vulgaris	1
DvCD00331141	Desulfovibrio vulgaris	2
DvCD00331142	Desulfovibrio vulgaris	2
DvCD00331143	Desulfovibrio vulgaris	2
DvCD00331144	Desulfovibrio vulgaris	2
DvCD00331145	Desulfovibrio vulgaris	2
DvCD00338280	Desulfovibrio vulgaris	2
DvCD00338578	Desulfovibrio vulgaris	2
DvCD00338579	Desulfovibrio vulgaris	2
DvCD00338813	Desulfovibrio vulgaris	2
DvCD00338814	Desulfovibrio vulgaris	2
DvCD00338815	Desulfovibrio vulgaris	1
DvCD00338816	Desulfovibrio vulgaris	1
DvCD00338818	Desulfovibrio vulgaris	2
DvCD00338819	Desulfovibrio vulgaris	2
DvCD00339957	Desulfovibrio vulgaris	2
DvCD00384658	Desulfovibrio vulgaris	2
DvCD00384659	Desulfovibrio vulgaris	2
DvCD00422907	Desulfovibrio vulgaris	2
DvCD00530767	Desulfovibrio vulgaris	2
DvCD00540380	Desulfovibrio vulgaris	1
DvCD00540619	Desulfovibrio vulgaris	2
DvCD00540620	Desulfovibrio vulgaris	2
DvCD00540623	Desulfovibrio vulgaris	2
DvCD00540624	Desulfovibrio vulgaris	2
DvCD00540625	Desulfovibrio vulgaris	2
DvCD00540628	Desulfovibrio vulgaris	1
DvCD00546438	Desulfovibrio vulgaris	2
DvCD00546439	Desulfovibrio vulgaris	2
DvCD00546440	Desulfovibrio vulgaris	2
DvCD00584519	Desulfovibrio vulgaris	2
DvCD00591404	Desulfovibrio vulgaris	2
DvCD00591405	Desulfovibrio vulgaris	2
DvCD00591406	Desulfovibrio vulgaris	2
DvCD00627733	Desulfovibrio vulgaris	2
DvCD00627734	Desulfovibrio vulgaris	2
DvCD00665698	Desulfovibrio vulgaris	2
EcCD00305965	Pectobacterium carotovorum	2
EcCD00305966	Pectobacterium carotovorum	2
EcCD00305967	Pectobacterium carotovorum	2
EcCD00305970	Pectobacterium carotovorum	1
EcCD00305971	Pectobacterium carotovorum	2
EcCD00305972	Pectobacterium carotovorum	2
EcCD00305973	Pectobacterium carotovorum	2
EcCD00305974	Pectobacterium carotovorum	2
EcCD00331326	Escherichia coli	2
EcCD00331327	Escherichia coli	2
EcCD00331328	Escherichia coli	2
EcCD00331329	Escherichia coli	1
EcCD00331331	Escherichia coli	2
EcCD00331332	Escherichia coli	2
EcCD00331334	Escherichia coli	1
EcCD00331341	Escherichia coli	2
EcCD00331343	Escherichia coli	2
EcCD00331344	Escherichia coli	2
EcCD00331347	Escherichia coli	2
EcCD00331348	Escherichia coli	2
EcCD00331350	Escherichia coli	2
EcCD00331351	Escherichia coli	2
EcCD00331352	Escherichia coli	1
EcCD00331353	Escherichia coli	2
EcCD00331355	Escherichia coli	2
EcCD00331359	Escherichia coli	2
EcCD00331361	Escherichia coli	2
EcCD00331363	Escherichia coli	2
EcCD00331365	Escherichia coli	2
EcCD00331369	Escherichia coli	2
EcCD00331371	Escherichia coli	2
EcCD00331372	Escherichia coli	2
EcCD00331373	Escherichia coli	2
EcCD00331375	Escherichia coli	2
EcCD00331376	Escherichia coli	2
EcCD00331379	Escherichia coli	2
EcCD00331384	Escherichia coli	2
EcCD00331386	Escherichia coli	2
EcCD00331388	Escherichia coli	2
EcCD00331389	Escherichia coli	2
EcCD00331391	Escherichia coli	2
EcCD00331606	Pectobacterium carotovorum	2
EcCD00332012	Pectobacterium carotovorum	2
EcCD00332013	Pectobacterium carotovorum	2
EcCD00332014	Pectobacterium carotovorum	2
EcCD00332015	Pectobacterium carotovorum	2
EcCD00332016	Pectobacterium carotovorum	2
EcCD00332017	Pectobacterium carotovorum	2
EcCD00334847	Escherichia coli	2
EcCD00338315	Pectobacterium carotovorum	2
EcCD00338481	Pectobacterium carotovorum	1
EcCD00338921	Pectobacterium carotovorum	2
EcCD00338922	Pectobacterium carotovorum	1
EcCD00338923	Pectobacterium carotovorum	1
EcCD00338924	Pectobacterium carotovorum	1
EcCD00338926	Pectobacterium carotovorum	1
EcCD00338928	Pectobacterium carotovorum	2
EcCD00338929	Pectobacterium carotovorum	2
EcCD00338930	Pectobacterium carotovorum	1
EcCD00338931	Pectobacterium carotovorum	2
EcCD00338932	Escherichia coli	2
EcCD00338933	Escherichia coli	2
EcCD00339031	Pectobacterium carotovorum	1
EcCD00339032	Pectobacterium carotovorum	1
EcCD00339033	Pectobacterium carotovorum	2
EcCD00339034	Pectobacterium carotovorum	2
EcCD00339038	Pectobacterium carotovorum	1
EcCD00339040	Pectobacterium carotovorum	2
EcCD00339041	Pectobacterium carotovorum	1
EcCD00339046	Escherichia coli	2
EcCD00339047	Escherichia coli	2
EcCD00339048	Escherichia coli	2
EcCD00339050	Escherichia coli	2
EcCD00339051	Escherichia coli	2
EcCD00339616	Pectobacterium carotovorum	2
EcCD00339617	Pectobacterium carotovorum	2
EcCD00339620	Pectobacterium carotovorum	2
EcCD00339621	Pectobacterium carotovorum	2
EcCD00339622	Escherichia coli	1
EcCD00339623	Escherichia coli	2
EcCD00339695	Pectobacterium carotovorum	2
EcCD00339697	Escherichia coli	2
EcCD00341366	Escherichia coli	2
EcCD00341367	Escherichia coli	2
EcCD00342546	Escherichia coli	2
EcCD00342548	Escherichia coli	1
EcCD00342804	Escherichia coli	2
EcCD00342805	Escherichia coli	1
EcCD00342806	Escherichia coli	2
EcCD00342816	Pectobacterium carotovorum	2
EcCD00342817	Pectobacterium carotovorum	2
EcCD00342818	Pectobacterium carotovorum	2
EcCD00342820	Pectobacterium carotovorum	2
EcCD00342822	Pectobacterium carotovorum	2
EcCD00342823	Pectobacterium carotovorum	2
EcCD00342824	Pectobacterium carotovorum	2
EcCD00342825	Pectobacterium carotovorum	2
EcCD00342826	Pectobacterium carotovorum	1
EcCD00342827	Pectobacterium carotovorum	2
EcCD00342828	Pectobacterium carotovorum	2
EcCD00342829	Pectobacterium carotovorum	2
EcCD00342830	Pectobacterium carotovorum	2
EcCD00342831	Pectobacterium carotovorum	2
EcCD00342832	Pectobacterium carotovorum	2
EcCD00342834	Pectobacterium carotovorum	2
EcCD00342835	Pectobacterium carotovorum	2
EcCD00342836	Pectobacterium carotovorum	2
EcCD00342837	Pectobacterium carotovorum	2
EcCD00342838	Pectobacterium carotovorum	2
EcCD00342839	Pectobacterium carotovorum	1
EcCD00342840	Pectobacterium carotovorum	2
EcCD00342841	Pectobacterium carotovorum	1
EcCD00342843	Pectobacterium carotovorum	2
EcCD00342844	Pectobacterium carotovorum	1
EcCD00342846	Pectobacterium carotovorum	2
EcCD00342847	Pectobacterium carotovorum	2
EcCD00342848	Pectobacterium carotovorum	2
EcCD00342849	Pectobacterium carotovorum	1
EcCD00343350	Pectobacterium carotovorum	2
EcCD00343435	Escherichia coli	2
EcCD00343436	Escherichia coli	1
EcCD00343437	Escherichia coli	1
EcCD00343438	Escherichia coli	1
EcCD00343439	Escherichia coli	1
EcCD00343441	Escherichia coli	2
EcCD00343442	Escherichia coli	1
EcCD00343443	Escherichia coli	2
EcCD00343444	Escherichia coli	2
EcCD00343695	Escherichia coli	1
EcCD00343696	Escherichia coli	2
EcCD00343758	Escherichia coli	2
EcCD00343759	Escherichia coli	1
EcCD00343780	Escherichia coli	1
EcCD00343781	Escherichia coli	1
EcCD00343782	Escherichia coli	1
EcCD00344044	Pectobacterium carotovorum	2
EcCD00344067	Escherichia coli	2
EcCD00344068	Escherichia coli	2
EcCD00344133	Escherichia coli	2
EcCD00344140	Escherichia coli	2
EcCD00344141	Escherichia coli	2
EcCD00344142	Escherichia coli	2
EcCD00344143	Escherichia coli	2
EcCD00344351	Escherichia coli	2
EcCD00344352	Escherichia coli	2
EcCD00344565	Pectobacterium carotovorum	2
EcCD00344566	Pectobacterium carotovorum	2
EcCD00385218	Escherichia coli	2
EcCD00385219	Escherichia coli	2
EcCD00385222	Escherichia coli	2
EcCD00385223	Escherichia coli	2
EcCD00385224	Escherichia coli	2
EcCD00385225	Escherichia coli	2
EcCD00385227	Escherichia coli	2
EcCD00385228	Escherichia coli	2
EcCD00385229	Escherichia coli	2
EcCD00385230	Escherichia coli	2
EcCD00385231	Escherichia coli	2
EcCD00385232	Escherichia coli	2
EcCD00385234	Escherichia coli	1
EcCD00385235	Escherichia coli	2
EcCD00385236	Escherichia coli	2
EcCD00385237	Escherichia coli	2
EcCD00385238	Escherichia coli	2
EcCD00385239	Escherichia coli	2
EcCD00385240	Escherichia coli	2
EcCD00385697	Pectobacterium carotovorum	2
EcCD00385698	Pectobacterium carotovorum	2
EcCD00422975	Pectobacterium carotovorum	2
EcCD00423047	Escherichia coli	2
EcCD00423280	Escherichia coli	2
EcCD00423284	Escherichia coli	2
EcCD00423285	Escherichia coli	1
EcCD00423304	Escherichia coli	2
EcCD00429612	Escherichia coli	1
EcCD00429615	Escherichia coli	1
EcCD00429627	Pectobacterium carotovorum	2
EcCD00530787	Escherichia coli	2
EcCD00530842	Pectobacterium carotovorum	1
EcCD00530983	Pectobacterium carotovorum	2
EcCD00531060	Escherichia coli	2
EcCD00531061	Escherichia coli	2
EcCD00531062	Escherichia coli	2
EcCD00531193	Escherichia coli	2
EcCD00531195	Escherichia coli	2
EcCD00531196	Escherichia coli	1
EcCD00531203	Escherichia coli	2
EcCD00531204	Escherichia coli	2
EcCD00531219	Escherichia coli	1
EcCD00531220	Escherichia coli	2
EcCD00531221	Escherichia coli	2
EcCD00531290	Escherichia coli	2
EcCD00536051	Escherichia coli	1
EcCD00536131	Escherichia coli	2
EcCD00536132	Escherichia coli	2
EcCD00539977	Escherichia coli	2
EcCD00539979	Escherichia coli	2
EcCD00539982	Pectobacterium carotovorum	2
EcCD00539983	Pectobacterium carotovorum	2
EcCD00539984	Pectobacterium carotovorum	2
EcCD00539985	Pectobacterium carotovorum	2
EcCD00540123	Escherichia coli	2
EcCD00540124	Escherichia coli	2
EcCD00540844	Pectobacterium carotovorum	2
EcCD00540845	Pectobacterium carotovorum	2
EcCD00540846	Pectobacterium carotovorum	2
EcCD00540847	Pectobacterium carotovorum	2
EcCD00540848	Pectobacterium carotovorum	2
EcCD00540849	Pectobacterium carotovorum	2
EcCD00540850	Pectobacterium carotovorum	2
EcCD00540851	Pectobacterium carotovorum	2
EcCD00540852	Pectobacterium carotovorum	2
EcCD00540869	Pectobacterium carotovorum	1
EcCD00540870	Pectobacterium carotovorum	2
EcCD00540871	Pectobacterium carotovorum	2
EcCD00540872	Pectobacterium carotovorum	2
EcCD00540873	Pectobacterium carotovorum	2
EcCD00540874	Pectobacterium carotovorum	2
EcCD00540877	Pectobacterium carotovorum	2
EcCD00540878	Pectobacterium carotovorum	1
EcCD00540879	Pectobacterium carotovorum	1
EcCD00540924	Pectobacterium carotovorum	2
EcCD00540925	Pectobacterium carotovorum	2
EcCD00540926	Pectobacterium carotovorum	1
EcCD00540927	Pectobacterium carotovorum	1
EcCD00540984	Escherichia coli	1
EcCD00540987	Pectobacterium carotovorum	2
EcCD00546508	Pectobacterium carotovorum	2
EcCD00546587	Escherichia coli	1
EcCD00585204	Erwinia carotovora	2
EcCD00590209	Escherichia coli	1
EcCD00590210	Escherichia coli	1
EcCD00591326	Escherichia coli	1
EcCD00591476	Escherichia coli	1
EcCD00591551	Escherichia coli	2
EcCD00598092	Erwinia carotovora	1
EcCD00598705	Escherichia coli	1
EcCD00598720	Escherichia coli	2
EcCD00598825	Erwinia carotovora	1
EcCD00627763	Erwinia carotovora	2
EcCD00627778	Erwinia carotovora	1
EcCD00628096	Escherichia coli	1
EcCD00651436	Escherichia coli	2
EcCD00665922	Erwinia carotovora	2
EcCD00665930	Escherichia coli	1
EcCD00666125	Erwinia carotovora	2
EcCD00666134	Escherichia coli	2
EcCD00666135	Escherichia coli	2
EcCD00666235	Erwinia carotovora	2
EcCD00666282	Escherichia coli	1
EcCD00670660	Escherichia coli	2
EfCD00334737	Enterococcus faecalis	1
EfCD00334738	Enterococcus faecalis	2
EfCD00334739	Enterococcus faecalis	2
EfCD00334740	Enterococcus faecalis	2
EfCD00334918	Enterococcus faecalis	2
EfCD00338316	Enterococcus faecalis	2
EfCD00339044	Enterococcus faecalis	2
EfCD00339696	Enterococcus faecalis	2
EfCD00339961	Enterococcus faecalis	2
EfCD00342524	Enterococcus faecalis	2
EfCD00342525	Enterococcus faecalis	2
EfCD00342526	Enterococcus faecalis	2
EfCD00342527	Enterococcus faecalis	2
EfCD00342528	Enterococcus faecalis	2
EfCD00342529	Enterococcus faecalis	2
EfCD00342530	Enterococcus faecalis	2
EfCD00342531	Enterococcus faecalis	2
EfCD00342532	Enterococcus faecalis	2
EfCD00342533	Enterococcus faecalis	2
EfCD00342534	Enterococcus faecalis	2
EfCD00342535	Enterococcus faecalis	2
EfCD00342536	Enterococcus faecalis	2
EfCD00342537	Enterococcus faecalis	2
EfCD00342538	Enterococcus faecalis	2
EfCD00342539	Enterococcus faecalis	2
EfCD00343779	Enterococcus faecalis	1
EfCD00343854	Enterococcus faecalis	2
EfCD00344062	Enterococcus faecalis	2
EfCD00344063	Enterococcus faecalis	2
EfCD00344064	Enterococcus faecalis	2
EfCD00344065	Enterococcus faecalis	2
EfCD00344066	Enterococcus faecalis	2
EfCD00344144	Enterococcus faecalis	2
EfCD00344145	Enterococcus faecalis	2
EfCD00344146	Enterococcus faecalis	2
EfCD00344147	Enterococcus faecalis	2
EfCD00344148	Enterococcus faecalis	2
EfCD00344149	Enterococcus faecalis	1
EfCD00344151	Enterococcus faecalis	2
EfCD00385699	Enterococcus faecalis	2
EfCD00385701	Enterococcus faecalis	2
EfCD00385703	Enterococcus faecalis	2
EfCD00385704	Enterococcus faecalis	1
EfCD00385705	Enterococcus faecalis	1
EfCD00385706	Enterococcus faecalis	2
EfCD00385707	Enterococcus faecalis	2
EfCD00385708	Enterococcus faecalis	2
EfCD00385709	Enterococcus faecalis	2
EfCD00385710	Enterococcus faecalis	2
EfCD00385711	Enterococcus faecalis	2
EfCD00385712	Enterococcus faecalis	2
EfCD00385713	Enterococcus faecalis	2
EfCD00385714	Enterococcus faecalis	2
EfCD00423052	Enterococcus faecalis	2
EfCD00423053	Enterococcus faecalis	2
EfCD00423054	Enterococcus faecalis	2
EfCD00423305	Enterococcus faecalis	2
EfCD00423419	Enterococcus faecalis	2
EfCD00423420	Enterococcus faecalis	2
EfCD00530869	Enterococcus faecalis	2
EfCD00531311	Enterococcus faecalis	2
EfCD00531964	Enterococcus faecalis	1
EfCD00540985	Enterococcus faecalis	2
EfCD00540986	Enterococcus faecalis	2
EfCD00546588	Enterococcus faecalis	1
EfCD00546589	Enterococcus faecalis	1
EfCD00546590	Enterococcus faecalis	1
EfCD00546591	Enterococcus faecalis	1
EfCD00546592	Enterococcus faecalis	1
EfCD00546593	Enterococcus faecalis	1
EfCD00546594	Enterococcus faecalis	2
EfCD00546595	Enterococcus faecalis	1
EfCD00590312	Enterococcus faecalis	2
EfCD00590313	Enterococcus faecalis	2
EfCD00591288	Enterococcus faecalis	2
EfCD00598780	Enterococcus faecalis	2
EfCD00598781	Enterococcus faecalis	2
EfCD00598834	Enterococcus faecalis	1
EfCD00598835	Enterococcus faecalis	2
EfCD00627659	Enterococcus faecalis	2
EfCD00627704	Enterococcus faecalis	2
EfCD00627705	Enterococcus faecalis	2
EfCD00627706	Enterococcus faecalis	2
EfCD00627708	Enterococcus faecalis	2
EfCD00627807	Enterococcus faecalis	2
EfCD00627808	Enterococcus faecalis	1
EfCD00627809	Enterococcus faecalis	2
EfCD00627909	Enterococcus faecalis	2
EfCD00627910	Enterococcus faecalis	2
EfCD00627953	Enterococcus faecalis	2
EfCD00666136	Enterococcus faecalis	2
EfCD00666194	Enterococcus faecalis	2
ErCD00344560	Eubacterium rectale	2
ErCD00344561	Eubacterium rectale	2
ErCD00344562	Eubacterium rectale	2
ErCD00344563	Eubacterium rectale	2
ErCD00344564	Eubacterium rectale	2
ErCD00344670	Eubacterium rectale	2
ErCD00344671	Eubacterium rectale	2
ErCD00344672	Eubacterium rectale	1
ErCD00344673	Eubacterium rectale	2
ErCD00344674	Eubacterium rectale	2
ErCD00344675	Eubacterium rectale	2
ErCD00344676	Eubacterium rectale	1
ErCD00344677	Eubacterium rectale	2
ErCD00423330	Eubacterium rectale	2
ErCD00531247	Eubacterium rectale	2
ErCD00546551	Eubacterium rectale	2
ErCD00546552	Eubacterium rectale	1
ErCD00546553	Eubacterium rectale	2
ErCD00591488	Eubacterium rectale	2
ErCD00596911	Eubacterium rectale	1
ErCD00598743	Eubacterium rectale	2
ErCD00665625	Eubacterium rectale	2
ErCD00665626	Eubacterium rectale	2
FnCD00331264	Fusobacterium nucleatum	2
FnCD00331266	Fusobacterium nucleatum	2
FnCD00331267	Fusobacterium nucleatum	2
FnCD00331268	Fusobacterium nucleatum	2
FnCD00331269	Fusobacterium nucleatum	1
FnCD00331270	Fusobacterium nucleatum	1
FnCD00331271	Fusobacterium nucleatum	1
FnCD00331273	Fusobacterium nucleatum	2
FnCD00331275	Fusobacterium nucleatum	2
FnCD00331277	Fusobacterium nucleatum	2
FnCD00331279	Fusobacterium nucleatum	2
FnCD00339673	Fusobacterium nucleatum	2
FnCD00339674	Fusobacterium nucleatum	2
FnCD00339676	Fusobacterium nucleatum	1
FnCD00339678	Fusobacterium nucleatum	2
FnCD00339679	Fusobacterium nucleatum	2
FnCD00339680	Fusobacterium nucleatum	2
FnCD00339682	Fusobacterium nucleatum	2
FnCD00339684	Fusobacterium nucleatum	2
FnCD00339685	Fusobacterium nucleatum	2
FnCD00339686	Fusobacterium nucleatum	1
FnCD00385620	Fusobacterium nucleatum	1
GmCD00331194	Geobacter metallireducens	2
GmCD00331195	Geobacter metallireducens	2
GmCD00331196	Geobacter metallireducens	2
GmCD00331197	Geobacter metallireducens	2
GmCD00331198	Geobacter metallireducens	1
GmCD00331199	Geobacter metallireducens	2
GmCD00331200	Geobacter metallireducens	2
GmCD00331201	Geobacter metallireducens	1
GmCD00331202	Geobacter metallireducens	2
GmCD00331203	Geobacter metallireducens	2
